recency,history,history_segment,zip_code,channel,newbie,segment,T,visit,conversion,spend,true_tau_mens_visit,true_tau_womens_visit,true_tau_mens_spend,true_tau_womens_spend
3,157.09900331986188,2) $100 - $200,Suburban,Web,0,Womens E-Mail,2,0,0,4.447456731881423,0.05,0.03,1.5,1.0
11,231.87998311152072,3) $200 - $350,Rural,Web,0,Womens E-Mail,2,1,0,6.861195889242994,0.05,0.03,1.5,1.0
11,409.2086483451933,4) $350 - $500,Suburban,Web,0,Womens E-Mail,2,0,0,7.032091365542135,0.05,0.03,1.5,1.0
12,255.42699777394657,3) $200 - $350,Urban,Web,0,Mens E-Mail,1,0,0,8.381838569855029,0.05,0.03,1.5,1.0
6,778.3017967754548,6) $750+,Suburban,Web,0,Womens E-Mail,2,0,1,11.32563229942027,0.05,0.03,1.5,1.0
4,512.8580186300086,5) $500 - $750,Urban,Phone,0,Mens E-Mail,1,0,0,6.783834056810685,0.05,0.03,1.5,1.0
6,493.07317570303036,4) $350 - $500,Suburban,Web,0,Womens E-Mail,2,0,0,6.695190031876386,0.05,0.03,1.5,1.0
2,159.47304174279734,2) $100 - $200,Suburban,Phone,0,Womens E-Mail,2,0,0,1.2233438256769902,0.05,0.03,1.5,1.0
4,248.93101468328206,3) $200 - $350,Rural,Web,0,Mens E-Mail,1,0,0,5.561868896795992,0.05,0.03,1.5,1.0
7,228.9347000254445,3) $200 - $350,Suburban,Web,0,Womens E-Mail,2,0,0,4.991362372690666,0.05,0.03,1.5,1.0
11,137.03804625660507,2) $100 - $200,Suburban,Web,1,Womens E-Mail,2,0,0,5.763210692060108,0.05,0.03,1.5,1.0
6,608.9406210995596,5) $500 - $750,Urban,Web,0,Womens E-Mail,2,0,0,9.609988046825334,0.05,0.03,1.5,1.0
9,462.5458099673702,4) $350 - $500,Rural,Web,0,Mens E-Mail,1,0,0,6.756474621566407,0.05,0.03,1.5,1.0
11,271.63997767165296,3) $200 - $350,Suburban,Web,0,Womens E-Mail,2,0,0,7.350261451957237,0.05,0.03,1.5,1.0
7,362.9512430344065,4) $350 - $500,Rural,Web,0,Womens E-Mail,2,1,0,7.398941610919989,0.05,0.03,1.5,1.0
1,314.15985879541375,3) $200 - $350,Suburban,Phone,0,Mens E-Mail,1,0,0,6.9394115369467135,0.05,0.03,1.5,1.0
6,153.0907346620207,2) $100 - $200,Urban,Web,1,Womens E-Mail,2,0,0,4.685519476021926,0.05,0.03,1.5,1.0
11,417.42340086191456,4) $350 - $500,Rural,Web,0,Womens E-Mail,2,0,0,7.640623197645007,0.05,0.03,1.5,1.0
3,314.9756419880808,3) $200 - $350,Urban,Phone,0,Mens E-Mail,1,0,0,6.2075285686161426,0.05,0.03,1.5,1.0
8,221.58367502019942,3) $200 - $350,Rural,Web,0,Mens E-Mail,1,1,0,8.132562087826917,0.05,0.03,1.5,1.0
1,126.37342591111526,2) $100 - $200,Urban,Phone,0,Mens E-Mail,1,0,0,2.3965909045359,0.05,0.03,1.5,1.0
10,389.16335347763186,4) $350 - $500,Suburban,Web,0,Womens E-Mail,2,0,0,7.237783302195087,0.05,0.03,1.5,1.0
2,288.7645108823629,3) $200 - $350,Urban,Web,0,Mens E-Mail,1,0,0,6.3176164484736805,0.05,0.03,1.5,1.0
3,171.24179706394315,2) $100 - $200,Suburban,Phone,0,Mens E-Mail,1,0,0,3.9312970167328523,0.05,0.03,1.5,1.0
3,480.74330160270046,4) $350 - $500,Suburban,Phone,0,Womens E-Mail,2,0,0,6.466443230392163,0.05,0.03,1.5,1.0
7,321.363701550242,3) $200 - $350,Suburban,Web,0,Womens E-Mail,2,0,0,4.643165775978938,0.05,0.03,1.5,1.0
8,36.04229723033442,1) $0 - $100,Rural,Phone,0,Womens E-Mail,2,0,0,4.243667199643932,0.05,0.03,1.5,1.0
9,520.7334359064421,5) $500 - $750,Urban,Web,0,Womens E-Mail,2,0,0,9.94876006293751,0.05,0.03,1.5,1.0
7,75.81960874131703,1) $0 - $100,Suburban,Web,1,Mens E-Mail,1,0,0,4.654524912128038,0.05,0.03,1.5,1.0
8,222.4762243962514,3) $200 - $350,Rural,Web,1,Mens E-Mail,1,0,1,6.57237658916271,0.05,0.03,1.5,1.0
11,305.77899211855413,3) $200 - $350,Suburban,Web,0,Womens E-Mail,2,0,0,5.531346194008757,0.05,0.03,1.5,1.0
6,125.14907999068645,2) $100 - $200,Suburban,Web,0,Womens E-Mail,2,0,0,4.450000978718763,0.05,0.03,1.5,1.0
2,276.3712496849135,3) $200 - $350,Urban,Phone,0,Womens E-Mail,2,0,0,1.7482638297429856,0.05,0.03,1.5,1.0
1,536.2363982707336,5) $500 - $750,Suburban,Phone,0,Womens E-Mail,2,0,0,6.782837621858528,0.05,0.03,1.5,1.0
3,507.29443392008505,5) $500 - $750,Urban,Web,1,Mens E-Mail,1,0,1,7.5398065463613495,0.05,0.03,1.5,1.0
9,422.29258700830536,4) $350 - $500,Suburban,Web,0,Womens E-Mail,2,0,0,9.270225343628976,0.05,0.03,1.5,1.0
7,449.05888665299915,4) $350 - $500,Rural,Web,0,Mens E-Mail,1,0,0,9.222589573068982,0.05,0.03,1.5,1.0
2,468.31767883189906,4) $350 - $500,Suburban,Phone,1,Womens E-Mail,2,0,0,7.806585624677364,0.05,0.03,1.5,1.0
1,440.62113255372833,4) $350 - $500,Urban,Web,0,Mens E-Mail,1,0,0,5.178185970640348,0.05,0.03,1.5,1.0
2,329.23937947412196,3) $200 - $350,Suburban,Phone,0,Womens E-Mail,2,0,0,6.28780281247014,0.05,0.03,1.5,1.0
3,248.20256139608873,3) $200 - $350,Suburban,Web,0,Mens E-Mail,1,0,0,5.10461096948148,0.05,0.03,1.5,1.0
6,189.22825027577912,2) $100 - $200,Rural,Web,0,Mens E-Mail,1,0,0,6.15103518693193,0.05,0.03,1.5,1.0
12,213.2588447286333,3) $200 - $350,Suburban,Web,0,Womens E-Mail,2,0,0,6.770582281924409,0.05,0.03,1.5,1.0
9,0.2293139452781423,1) $0 - $100,Suburban,Web,0,Mens E-Mail,1,0,0,4.950286508639604,0.05,0.03,1.5,1.0
8,409.04599537824765,4) $350 - $500,Suburban,Web,0,Mens E-Mail,1,1,0,8.851623690531419,0.05,0.03,1.5,1.0
10,359.87065779158075,4) $350 - $500,Rural,Phone,1,Mens E-Mail,1,0,0,7.74838670385419,0.05,0.03,1.5,1.0
9,318.8536606738067,3) $200 - $350,Rural,Phone,1,Mens E-Mail,1,0,0,8.06511512786809,0.05,0.03,1.5,1.0
11,245.8607171726893,3) $200 - $350,Suburban,Web,0,Mens E-Mail,1,0,0,5.484509895014847,0.05,0.03,1.5,1.0
11,360.29834698254064,4) $350 - $500,Suburban,Web,0,Mens E-Mail,1,0,0,8.422147285957525,0.05,0.03,1.5,1.0
8,320.00510817671545,3) $200 - $350,Rural,Phone,0,Mens E-Mail,1,0,0,9.432206527082615,0.05,0.03,1.5,1.0
7,277.20825825828695,3) $200 - $350,Suburban,Web,0,Mens E-Mail,1,0,0,5.305494376931524,0.05,0.03,1.5,1.0
6,417.2120981827002,4) $350 - $500,Suburban,Web,0,Mens E-Mail,1,0,0,6.727342997354478,0.05,0.03,1.5,1.0
8,291.06348765918466,3) $200 - $350,Suburban,Web,1,Womens E-Mail,2,0,0,7.761526627243073,0.05,0.03,1.5,1.0
6,388.7152077564303,4) $350 - $500,Suburban,Web,0,Womens E-Mail,2,0,0,4.592015149373709,0.05,0.03,1.5,1.0
2,439.9136341527913,4) $350 - $500,Urban,Web,0,Mens E-Mail,1,0,0,7.720489594062748,0.05,0.03,1.5,1.0
9,138.01550371583872,2) $100 - $200,Suburban,Phone,0,Womens E-Mail,2,0,0,4.297927118860591,0.05,0.03,1.5,1.0
9,381.2725609277598,4) $350 - $500,Rural,Web,1,Mens E-Mail,1,0,0,7.847347698519681,0.05,0.03,1.5,1.0
3,86.34307909383598,1) $0 - $100,Urban,Phone,1,Womens E-Mail,2,0,0,3.896908602244675,0.05,0.03,1.5,1.0
9,418.2273255484744,4) $350 - $500,Urban,Phone,0,Womens E-Mail,2,0,0,7.692195371214539,0.05,0.03,1.5,1.0
2,442.5474326783287,4) $350 - $500,Urban,Web,0,Womens E-Mail,2,1,0,7.432124951364638,0.05,0.03,1.5,1.0
12,422.99660346275635,4) $350 - $500,Suburban,Web,0,Womens E-Mail,2,0,0,8.366065551434588,0.05,0.03,1.5,1.0
3,451.8731475866965,4) $350 - $500,Urban,Web,0,Mens E-Mail,1,0,0,6.627570525698811,0.05,0.03,1.5,1.0
6,479.44406800378266,4) $350 - $500,Suburban,Web,1,Womens E-Mail,2,0,0,6.665035153633186,0.05,0.03,1.5,1.0
4,286.4128048107743,3) $200 - $350,Rural,Phone,0,Mens E-Mail,1,1,1,6.972447626861904,0.05,0.03,1.5,1.0
8,396.44443932252307,4) $350 - $500,Rural,Web,1,Womens E-Mail,2,0,0,7.747473149865233,0.05,0.03,1.5,1.0
1,438.6610923898333,4) $350 - $500,Urban,Web,0,Mens E-Mail,1,0,0,7.540543562028382,0.05,0.03,1.5,1.0
6,200.335474694732,3) $200 - $350,Rural,Web,1,Mens E-Mail,1,0,0,5.324938302789475,0.05,0.03,1.5,1.0
2,93.96967707060526,1) $0 - $100,Suburban,Web,1,Mens E-Mail,1,0,0,3.6047317484251478,0.05,0.03,1.5,1.0
6,377.95424039433124,4) $350 - $500,Urban,Web,0,Mens E-Mail,1,0,0,8.220964864235313,0.05,0.03,1.5,1.0
1,414.1712201538591,4) $350 - $500,Urban,Web,0,Womens E-Mail,2,1,0,5.005271018690156,0.05,0.03,1.5,1.0
2,469.47071015431715,4) $350 - $500,Suburban,Phone,0,Womens E-Mail,2,0,0,6.658740111880533,0.05,0.03,1.5,1.0
9,303.1576046374969,3) $200 - $350,Urban,Web,0,Mens E-Mail,1,0,0,6.421275684233836,0.05,0.03,1.5,1.0
6,318.38196323381925,3) $200 - $350,Urban,Web,0,Womens E-Mail,2,0,0,6.308942895470692,0.05,0.03,1.5,1.0
8,314.3718643846408,3) $200 - $350,Rural,Phone,0,Womens E-Mail,2,1,0,7.373785776687921,0.05,0.03,1.5,1.0
7,219.55571909199725,3) $200 - $350,Suburban,Phone,0,Mens E-Mail,1,0,0,7.042828072153576,0.05,0.03,1.5,1.0
9,420.0552449998801,4) $350 - $500,Urban,Phone,0,Womens E-Mail,2,1,0,8.235886897231634,0.05,0.03,1.5,1.0
9,394.9588855213362,4) $350 - $500,Rural,Phone,0,Mens E-Mail,1,0,0,7.868593924023502,0.05,0.03,1.5,1.0
11,285.56033481319326,3) $200 - $350,Suburban,Phone,0,Mens E-Mail,1,0,0,7.914100973798048,0.05,0.03,1.5,1.0
4,309.34796732912156,3) $200 - $350,Urban,Web,0,Mens E-Mail,1,0,0,6.141077639075982,0.05,0.03,1.5,1.0
7,276.72305245898275,3) $200 - $350,Rural,Web,0,Womens E-Mail,2,0,0,6.708775627266482,0.05,0.03,1.5,1.0
5,590.8881733142058,5) $500 - $750,Rural,Web,0,Womens E-Mail,2,0,0,8.682952094987485,0.05,0.03,1.5,1.0
7,389.2166946292023,4) $350 - $500,Urban,Web,0,Womens E-Mail,2,0,0,5.686932067422303,0.05,0.03,1.5,1.0
4,91.27275315066022,1) $0 - $100,Rural,Web,0,Mens E-Mail,1,0,0,3.7332672508057274,0.05,0.03,1.5,1.0
12,300.57433566714894,3) $200 - $350,Rural,Web,0,Mens E-Mail,1,0,0,7.328113992106216,0.05,0.03,1.5,1.0
10,246.08278211659848,3) $200 - $350,Suburban,Web,0,Mens E-Mail,1,0,0,7.207790873680738,0.05,0.03,1.5,1.0
11,311.59954825953207,3) $200 - $350,Urban,Web,0,Womens E-Mail,2,0,0,7.357854628565949,0.05,0.03,1.5,1.0
11,221.14037016099434,3) $200 - $350,Suburban,Web,0,Womens E-Mail,2,0,0,6.54288100539524,0.05,0.03,1.5,1.0
1,443.2248373288956,4) $350 - $500,Suburban,Phone,1,Womens E-Mail,2,1,0,8.29618569449929,0.05,0.03,1.5,1.0
4,284.5030334717652,3) $200 - $350,Urban,Web,0,Womens E-Mail,2,0,0,4.001950073630498,0.05,0.03,1.5,1.0
10,313.2260872378904,3) $200 - $350,Urban,Phone,0,Womens E-Mail,2,0,0,7.689205618337631,0.05,0.03,1.5,1.0
3,340.78993551859884,3) $200 - $350,Suburban,Web,0,Womens E-Mail,2,1,0,6.952557103016154,0.05,0.03,1.5,1.0
9,315.184867113999,3) $200 - $350,Suburban,Phone,0,Mens E-Mail,1,0,0,7.0403025754163755,0.05,0.03,1.5,1.0
5,97.13346800826862,1) $0 - $100,Urban,Web,0,Womens E-Mail,2,1,0,4.073566195494449,0.05,0.03,1.5,1.0
4,166.06209467482,2) $100 - $200,Urban,Phone,1,Womens E-Mail,2,0,0,4.028318122880416,0.05,0.03,1.5,1.0
8,173.91018614782658,2) $100 - $200,Suburban,Web,0,Mens E-Mail,1,0,0,6.049939902813386,0.05,0.03,1.5,1.0
5,339.9869227092511,3) $200 - $350,Urban,Web,0,Mens E-Mail,1,0,0,8.085624401455668,0.05,0.03,1.5,1.0
3,211.67583844350835,3) $200 - $350,Urban,Web,1,Mens E-Mail,1,0,0,4.059202448051616,0.05,0.03,1.5,1.0
2,190.48440001579846,2) $100 - $200,Suburban,Web,0,Mens E-Mail,1,0,0,4.860272245388105,0.05,0.03,1.5,1.0
8,264.2131180130388,3) $200 - $350,Suburban,Phone,0,Womens E-Mail,2,0,0,5.270228759201106,0.05,0.03,1.5,1.0
12,381.3085526996351,4) $350 - $500,Suburban,Web,0,Womens E-Mail,2,0,0,9.96197747790449,0.05,0.03,1.5,1.0
2,265.52207667429656,3) $200 - $350,Rural,Web,1,Womens E-Mail,2,0,0,4.295418548660143,0.05,0.03,1.5,1.0
8,310.45050617584076,3) $200 - $350,Rural,Web,0,Womens E-Mail,2,0,0,6.48457774570803,0.05,0.03,1.5,1.0
5,271.25141978476773,3) $200 - $350,Suburban,Web,0,Womens E-Mail,2,0,0,5.769643651393853,0.05,0.03,1.5,1.0
8,683.3722823245536,5) $500 - $750,Suburban,Web,1,Mens E-Mail,1,0,0,11.845092008013443,0.05,0.03,1.5,1.0
5,303.94911415247975,3) $200 - $350,Suburban,Phone,0,Mens E-Mail,1,1,0,5.895059045790745,0.05,0.03,1.5,1.0
1,237.99302331471895,3) $200 - $350,Suburban,Phone,0,Womens E-Mail,2,0,0,3.8718988778861854,0.05,0.03,1.5,1.0
12,63.99871097349767,1) $0 - $100,Urban,Web,1,Womens E-Mail,2,0,0,5.519496202175699,0.05,0.03,1.5,1.0
11,284.28763593256673,3) $200 - $350,Suburban,Web,0,Mens E-Mail,1,0,1,8.51900302658522,0.05,0.03,1.5,1.0
11,542.1997336280169,5) $500 - $750,Rural,Web,0,Womens E-Mail,2,0,0,10.077758565417438,0.05,0.03,1.5,1.0
2,85.14641002032515,1) $0 - $100,Urban,Web,1,Womens E-Mail,2,0,0,2.7209770533381015,0.05,0.03,1.5,1.0
6,181.47059732220188,2) $100 - $200,Suburban,Web,0,Mens E-Mail,1,0,0,6.560893217701708,0.05,0.03,1.5,1.0
3,628.330791151919,5) $500 - $750,Urban,Web,0,Womens E-Mail,2,0,0,8.387987002586499,0.05,0.03,1.5,1.0
8,85.36350938805195,1) $0 - $100,Urban,Web,0,Mens E-Mail,1,0,0,4.776974081773304,0.05,0.03,1.5,1.0
5,419.4054448923193,4) $350 - $500,Urban,Web,0,Mens E-Mail,1,0,0,6.758578923582516,0.05,0.03,1.5,1.0
3,262.6234954641055,3) $200 - $350,Urban,Web,0,Womens E-Mail,2,0,0,5.78244378757933,0.05,0.03,1.5,1.0
12,124.73560533526393,2) $100 - $200,Urban,Web,0,Womens E-Mail,2,0,0,7.930015123421031,0.05,0.03,1.5,1.0
10,386.0458043472705,4) $350 - $500,Urban,Phone,1,Womens E-Mail,2,0,0,7.853389291163808,0.05,0.03,1.5,1.0
7,40.11144110832032,1) $0 - $100,Suburban,Web,1,Womens E-Mail,2,0,0,4.296564103058396,0.05,0.03,1.5,1.0
8,430.8424590180211,4) $350 - $500,Urban,Web,0,Womens E-Mail,2,0,0,7.665099612850854,0.05,0.03,1.5,1.0
4,186.82359516658872,2) $100 - $200,Urban,Web,0,Womens E-Mail,2,0,0,2.4750163026782355,0.05,0.03,1.5,1.0
11,117.54812605307534,2) $100 - $200,Urban,Web,0,Womens E-Mail,2,0,0,6.3436257007573555,0.05,0.03,1.5,1.0
9,498.51967077216034,4) $350 - $500,Urban,Web,0,Womens E-Mail,2,0,0,8.963950865203884,0.05,0.03,1.5,1.0
6,268.59420900357026,3) $200 - $350,Suburban,Phone,0,Mens E-Mail,1,0,0,7.476012802881434,0.05,0.03,1.5,1.0
1,430.48260352727567,4) $350 - $500,Urban,Phone,0,Mens E-Mail,1,1,0,6.156917867094751,0.05,0.03,1.5,1.0
5,550.3382440646017,5) $500 - $750,Rural,Web,0,Mens E-Mail,1,0,0,8.359383875729137,0.05,0.03,1.5,1.0
5,153.33649198581324,2) $100 - $200,Urban,Phone,0,Mens E-Mail,1,0,0,3.146590006136176,0.05,0.03,1.5,1.0
7,70.74118389623484,1) $0 - $100,Urban,Phone,0,Mens E-Mail,1,0,0,3.6451324222692563,0.05,0.03,1.5,1.0
7,383.25385032991835,4) $350 - $500,Rural,Web,0,Mens E-Mail,1,0,0,8.953082823592373,0.05,0.03,1.5,1.0
6,262.00694614247425,3) $200 - $350,Rural,Web,0,Mens E-Mail,1,1,0,6.429960447552307,0.05,0.03,1.5,1.0
8,373.59845673040786,4) $350 - $500,Urban,Web,0,Mens E-Mail,1,0,0,7.3629203025446985,0.05,0.03,1.5,1.0
2,557.8655465320448,5) $500 - $750,Suburban,Web,0,Mens E-Mail,1,0,0,9.456261026190418,0.05,0.03,1.5,1.0
7,14.47961374102633,1) $0 - $100,Suburban,Web,0,Mens E-Mail,1,1,0,4.757016918205281,0.05,0.03,1.5,1.0
10,211.6398205161171,3) $200 - $350,Suburban,Phone,0,Mens E-Mail,1,0,0,6.678284996350671,0.05,0.03,1.5,1.0
7,340.60965859759114,3) $200 - $350,Rural,Web,0,Womens E-Mail,2,0,0,4.6074324666936635,0.05,0.03,1.5,1.0
4,311.94433493114514,3) $200 - $350,Suburban,Phone,0,Mens E-Mail,1,0,0,6.747205657872371,0.05,0.03,1.5,1.0
12,233.25273389277427,3) $200 - $350,Suburban,Web,0,Womens E-Mail,2,0,0,6.92436352203205,0.05,0.03,1.5,1.0
10,486.57782911298375,4) $350 - $500,Urban,Web,0,Mens E-Mail,1,0,0,10.239778798175509,0.05,0.03,1.5,1.0
2,123.13714302871455,2) $100 - $200,Urban,Phone,0,Womens E-Mail,2,0,0,2.1923136699459063,0.05,0.03,1.5,1.0
4,60.88724897962632,1) $0 - $100,Rural,Phone,1,Womens E-Mail,2,0,0,3.411492873057136,0.05,0.03,1.5,1.0
4,401.2876065613656,4) $350 - $500,Urban,Web,0,Mens E-Mail,1,0,0,6.032069591572795,0.05,0.03,1.5,1.0
12,229.87025498322055,3) $200 - $350,Urban,Web,0,Mens E-Mail,1,0,0,6.963417590186128,0.05,0.03,1.5,1.0
12,424.0169924516287,4) $350 - $500,Suburban,Phone,1,Womens E-Mail,2,0,0,10.276976429359626,0.05,0.03,1.5,1.0
6,545.1922781200592,5) $500 - $750,Urban,Web,0,Womens E-Mail,2,0,0,7.621932933729736,0.05,0.03,1.5,1.0
7,71.4196720131681,1) $0 - $100,Urban,Web,0,Mens E-Mail,1,0,0,4.798737029191494,0.05,0.03,1.5,1.0
3,241.58595303150273,3) $200 - $350,Urban,Web,0,Womens E-Mail,2,0,0,3.2177545767250577,0.05,0.03,1.5,1.0
10,109.4330173198392,2) $100 - $200,Urban,Web,0,Mens E-Mail,1,0,1,6.0160106390140875,0.05,0.03,1.5,1.0
1,401.2104272385835,4) $350 - $500,Rural,Web,0,Mens E-Mail,1,0,0,4.934226124355705,0.05,0.03,1.5,1.0
3,158.67097918439833,2) $100 - $200,Suburban,Web,0,Mens E-Mail,1,0,0,5.588524345619487,0.05,0.03,1.5,1.0
9,523.9195822239222,5) $500 - $750,Urban,Phone,0,Womens E-Mail,2,0,0,7.9054413764694695,0.05,0.03,1.5,1.0
1,202.25792894546558,3) $200 - $350,Suburban,Phone,0,Mens E-Mail,1,1,1,6.009042126475876,0.05,0.03,1.5,1.0
8,190.52761147118946,2) $100 - $200,Urban,Web,0,Womens E-Mail,2,0,0,6.306618058471415,0.05,0.03,1.5,1.0
2,437.3093533077954,4) $350 - $500,Suburban,Web,0,Mens E-Mail,1,1,0,10.834054602629756,0.05,0.03,1.5,1.0
6,298.126989756996,3) $200 - $350,Urban,Phone,0,Mens E-Mail,1,0,0,6.200794214193804,0.05,0.03,1.5,1.0
3,428.0087657622989,4) $350 - $500,Urban,Web,1,Womens E-Mail,2,1,0,6.592951780573942,0.05,0.03,1.5,1.0
7,109.61447376618902,2) $100 - $200,Urban,Web,0,Womens E-Mail,2,0,0,5.728774652064983,0.05,0.03,1.5,1.0
2,293.17978953488154,3) $200 - $350,Rural,Phone,0,Womens E-Mail,2,0,0,4.562990874107604,0.05,0.03,1.5,1.0
4,496.2306629885137,4) $350 - $500,Urban,Web,0,Mens E-Mail,1,0,0,5.765449352934955,0.05,0.03,1.5,1.0
10,296.71508539505226,3) $200 - $350,Suburban,Phone,0,Womens E-Mail,2,0,0,7.474304057294099,0.05,0.03,1.5,1.0
9,70.7755304321559,1) $0 - $100,Urban,Web,0,Mens E-Mail,1,0,0,4.598194619313821,0.05,0.03,1.5,1.0
6,561.1342572607211,5) $500 - $750,Suburban,Phone,0,Mens E-Mail,1,0,0,8.549993598915771,0.05,0.03,1.5,1.0
4,117.99179317354024,2) $100 - $200,Urban,Web,0,Womens E-Mail,2,0,0,4.680782183454733,0.05,0.03,1.5,1.0
2,180.97842097254127,2) $100 - $200,Urban,Web,1,Womens E-Mail,2,0,0,3.992136798394275,0.05,0.03,1.5,1.0
10,96.79868490403757,1) $0 - $100,Urban,Web,1,Womens E-Mail,2,1,0,6.745710720165452,0.05,0.03,1.5,1.0
9,453.21752729751427,4) $350 - $500,Rural,Phone,1,Mens E-Mail,1,1,0,10.618540079975736,0.05,0.03,1.5,1.0
4,731.3683796348608,5) $500 - $750,Rural,Phone,0,Mens E-Mail,1,0,0,10.151989193124436,0.05,0.03,1.5,1.0
9,270.8934590559434,3) $200 - $350,Urban,Web,0,Mens E-Mail,1,0,0,6.9913886861528605,0.05,0.03,1.5,1.0
2,599.2953314992961,5) $500 - $750,Urban,Web,0,Womens E-Mail,2,0,0,7.753197139168939,0.05,0.03,1.5,1.0
7,628.3768828112568,5) $500 - $750,Suburban,Web,0,Womens E-Mail,2,0,0,8.710426814161927,0.05,0.03,1.5,1.0
11,316.5526078873666,3) $200 - $350,Suburban,Web,0,Mens E-Mail,1,1,0,9.836144548091678,0.05,0.03,1.5,1.0
11,270.04731484467976,3) $200 - $350,Suburban,Phone,0,Womens E-Mail,2,0,0,7.037823610933097,0.05,0.03,1.5,1.0
5,245.90282950610947,3) $200 - $350,Rural,Web,0,Mens E-Mail,1,0,0,5.938107852852551,0.05,0.03,1.5,1.0
8,323.8577789321293,3) $200 - $350,Urban,Phone,0,Womens E-Mail,2,0,0,7.186560356133982,0.05,0.03,1.5,1.0
11,590.5269605732979,5) $500 - $750,Urban,Web,0,Womens E-Mail,2,0,0,10.874742544712754,0.05,0.03,1.5,1.0
8,326.1557414440291,3) $200 - $350,Urban,Web,1,Mens E-Mail,1,0,0,6.459018200745073,0.05,0.03,1.5,1.0
4,261.60824098479463,3) $200 - $350,Urban,Web,0,Mens E-Mail,1,0,0,2.905043221644708,0.05,0.03,1.5,1.0
4,295.82505323765884,3) $200 - $350,Suburban,Web,0,Womens E-Mail,2,1,0,5.975912855495686,0.05,0.03,1.5,1.0
8,372.9476987333712,4) $350 - $500,Suburban,Web,1,Womens E-Mail,2,0,0,8.099625269050694,0.05,0.03,1.5,1.0
3,230.8093313088623,3) $200 - $350,Suburban,Web,0,Womens E-Mail,2,0,0,4.475044952860968,0.05,0.03,1.5,1.0
7,256.55335473761096,3) $200 - $350,Suburban,Phone,1,Womens E-Mail,2,0,0,4.9731144119466295,0.05,0.03,1.5,1.0
8,203.3907508217471,3) $200 - $350,Suburban,Web,1,Mens E-Mail,1,0,0,4.623277851873603,0.05,0.03,1.5,1.0
8,149.14200045279148,2) $100 - $200,Suburban,Web,0,Womens E-Mail,2,0,0,4.9823569425804415,0.05,0.03,1.5,1.0
11,386.5859364405227,4) $350 - $500,Rural,Web,0,Mens E-Mail,1,0,0,8.856692570021231,0.05,0.03,1.5,1.0
10,153.54744027527994,2) $100 - $200,Suburban,Web,1,Mens E-Mail,1,0,0,4.841754096471371,0.05,0.03,1.5,1.0
4,290.4151689639905,3) $200 - $350,Suburban,Web,0,Mens E-Mail,1,0,0,6.298357394698811,0.05,0.03,1.5,1.0
9,249.6922566160116,3) $200 - $350,Rural,Web,0,Womens E-Mail,2,0,0,6.067704416990838,0.05,0.03,1.5,1.0
10,435.65947812386463,4) $350 - $500,Suburban,Web,0,Womens E-Mail,2,1,0,7.937773052084197,0.05,0.03,1.5,1.0
4,254.83171629191284,3) $200 - $350,Urban,Web,0,Mens E-Mail,1,0,0,4.614625002242834,0.05,0.03,1.5,1.0
8,387.204076164755,4) $350 - $500,Suburban,Phone,0,Womens E-Mail,2,0,0,6.547120818445257,0.05,0.03,1.5,1.0
6,59.54801888286906,1) $0 - $100,Suburban,Web,0,Mens E-Mail,1,0,0,4.315845866652841,0.05,0.03,1.5,1.0
5,479.23010853735195,4) $350 - $500,Rural,Phone,0,Mens E-Mail,1,0,0,8.602674230700078,0.05,0.03,1.5,1.0
4,383.4176558448093,4) $350 - $500,Suburban,Phone,0,Mens E-Mail,1,0,0,5.818816760968107,0.05,0.03,1.5,1.0
5,493.64474231587843,4) $350 - $500,Urban,Phone,0,Womens E-Mail,2,0,0,9.14038415547442,0.05,0.03,1.5,1.0
11,342.56201478536417,3) $200 - $350,Urban,Web,1,Mens E-Mail,1,0,0,8.200700364320689,0.05,0.03,1.5,1.0
1,336.0387252646375,3) $200 - $350,Suburban,Phone,0,Womens E-Mail,2,0,0,5.914747923017433,0.05,0.03,1.5,1.0
7,228.84286695127312,3) $200 - $350,Suburban,Web,0,Mens E-Mail,1,0,0,4.703136937777101,0.05,0.03,1.5,1.0
8,336.67790261206216,3) $200 - $350,Urban,Web,1,Mens E-Mail,1,0,0,8.26630788417543,0.05,0.03,1.5,1.0
12,131.5848589952379,2) $100 - $200,Urban,Phone,0,Womens E-Mail,2,0,0,4.685985690910794,0.05,0.03,1.5,1.0
9,178.718363189718,2) $100 - $200,Rural,Phone,0,Womens E-Mail,2,0,0,4.062900108259758,0.05,0.03,1.5,1.0
3,197.56325243877527,2) $100 - $200,Urban,Web,0,Mens E-Mail,1,0,0,5.036157541670079,0.05,0.03,1.5,1.0
9,248.89962597043024,3) $200 - $350,Urban,Web,0,Womens E-Mail,2,1,0,7.326372592704213,0.05,0.03,1.5,1.0
10,91.40200027070439,1) $0 - $100,Suburban,Phone,1,Mens E-Mail,1,0,0,4.565541037710118,0.05,0.03,1.5,1.0
5,127.27452211517686,2) $100 - $200,Rural,Phone,0,Womens E-Mail,2,0,0,4.3837568849847335,0.05,0.03,1.5,1.0
10,68.11610178800468,1) $0 - $100,Suburban,Web,0,Womens E-Mail,2,0,0,6.354967000716428,0.05,0.03,1.5,1.0
6,532.6547448089273,5) $500 - $750,Rural,Web,0,Mens E-Mail,1,0,0,9.82800608506226,0.05,0.03,1.5,1.0
1,134.80293496906762,2) $100 - $200,Urban,Web,0,Womens E-Mail,2,0,0,1.8044439480456815,0.05,0.03,1.5,1.0
